"Tempratuur afgerond op hele normale aantallen KNMI";"Tempratuur in de Kas";"outside Luchtvochtigheid - % - 1 uur";"Plant Straling Par";"prediction(Tempratuur in de Kas)"
10.5;18.3;83;6;18.156560910640206
10.4;17.7;83;5;18.126627337106108
10.4;17.1;85;5;18.019858440530033
9.6;17.7;90;5;17.594564156425193
8.6;19.5;91;278;20.11063427368425
7.9;19.4;92;286;19.99977083367279
7.8;19.2;92;286;19.979974328339708
7.2;19.1;93;287;19.817947916254198
8.1;20.3;95;287;19.88934756767586
8.0;22.4;93;275;19.854675140506636
8.7;22.3;88;350;21.020453034354745
9.3;23.8;75;468;23.02940394181784
10.1;23.6;69;296;21.76450694363562
9.6;23.8;66;207;20.92347869194372
8.5;22.9;70;45;18.849974291562763
5.0;19.0;74;5;17.538076083712035
7.8;17.7;83;5;17.611918198445984
7.7;17.9;81;5;17.698890589688975
7.8;18.1;87;5;17.398380405293835
7.7;18.4;95;5;16.951508313656454
8.6;18.9;94;5;17.18306130994223
8.0;18.7;93;264;19.743167390295437
8.0;19.0;98;300;19.8411796040919
8.6;20.1;93;363;20.86551617419471
9.7;22.2;89;410;21.773257731458603
10.6;22.0;88;384;21.74124695451791
10.1;22.4;86;322;21.120535095965458
11.6;22.9;86;557;23.799693703200912
13.6;28.7;84;340;22.102648906817713
12.2;24.7;87;143;19.66834205168991
12.2;23.1;86;219;20.492143683255318
12.0;21.6;90;24;18.262284580238493
11.6;19.7;90;6;18.000631331287845
11.5;18.1;90;5;17.970697757753744
11.6;17.3;91;5;17.937109814798788
11.6;16.8;92;5;17.883725366510753
10.8;16.9;93;5;17.67196887555806
10.3;17.4;94;5;17.519601900604616
10.2;19.1;95;292;20.35575952067566
10.0;18.6;93;292;20.422935406585573
9.9;19.3;90;297;20.613977587121695
9.9;20.0;88;304;20.791705961104896
11.1;21.7;72;312;21.964511743318614
12.8;21.7;75;311;22.13076192091587
11.9;24.3;60;206;21.688967936131807
11.6;24.0;59;183;21.449810299797182
9.7;19.2;68;6;18.798955592296114
9.8;17.6;75;5;18.434923891411916
9.5;16.9;81;5;18.055227685684446
9.3;16.8;82;5;17.962250226730248
9.8;16.9;82;5;18.061232753395657
10.2;17.4;79;5;18.300572119592093
10.2;18.1;82;5;18.140418774727983
10.6;19.6;82;282;21.027572687742296
9.7;19.4;84;283;20.752772311369505
9.5;19.3;80;281;20.906442957453454
9.8;19.2;83;282;20.815816196789605
10.4;18.0;85;282;20.82782633221202
10.5;19.6;87;287;20.791539281974114
10.9;20.3;84;316;21.324853626000074
12.4;21.4;82;293;21.49541753394896
14.9;22.1;88;299;21.730845886753887
14.7;23.1;89;451;23.178702794354418
14.1;23.2;88;247;21.045346297636296
13.1;24.1;93;274;20.85415984429278
11.8;22.2;92;17;18.04496319558913
10.9;18.8;100;5;17.318074242874882
10.8;17.9;99;5;17.351662185829838
10.5;17.4;100;5;17.238888221542556
10.3;17.3;99;5;17.25267965916443
10.4;17.4;98;5;17.32586061278555
9.5;19.7;97;223;19.410957380897774
9.2;19.2;96;217;19.34412990398046
8.8;19.3;96;217;19.264943882648133
8.9;18.9;96;217;19.284740387981216
8.4;19.3;97;222;19.183058754032857
9.5;19.4;97;220;19.38054617629472
11.6;21.2;94;240;20.159167497173907
14.8;23.3;68;596;25.789447602883897
14.4;22.7;66;384;23.66797201951183
13.7;23.7;71;454;23.97206901481133
13.7;24.8;70;214;21.592557094855046
14.0;25.0;83;232;21.14041601072813
14.5;23.5;85;197;20.777832253781835
12.3;21.9;87;25;18.491964509302868
10.7;19.9;90;6;17.82246278329011
10.3;18.5;92;5;17.62637079718069
10.1;17.6;92;5;17.586777786514528
9.7;17.0;92;5;17.5075917651822
8.8;16.8;93;5;17.276038768896427
8.9;17.5;93;5;17.29583527422951
9.3;18.4;91;5;17.48179019213791
10.1;18.8;90;5;17.693546683090602
9.5;18.1;91;5;17.521383202804074
8.4;18.2;93;5;17.1968527475641
7.9;19.2;92;283;19.96935962906974
8.4;19.5;90;282;20.1649739841102
8.1;22.7;81;397;21.75180734582036
8.8;23.5;76;498;23.181149012894934
9.9;23.9;69;246;21.218060522918556
10.0;24.5;69;156;20.32552089016002
10.2;23.5;70;199;20.74762338518192
10.1;22.8;72;38;18.988990002908867
10.0;19.4;81;6;18.164347280550874
10.4;17.5;88;5;17.859705095665923
9.3;19.4;91;250;19.96537190138732
9.7;19.2;92;252;20.01144761083365
9.7;19.3;92;252;20.01144761083365
9.7;20.1;93;258;20.018885571751717
9.7;20.9;93;261;20.04929677635477
9.9;22.0;86;232;20.168605947207674
10.3;22.9;80;280;21.054677931917087
10.1;24.8;66;204;20.99205001400608
8.8;24.1;70;229;20.774584356549315
8.8;24.2;65;187;20.615749733546746
8.2;21.0;83;6;17.70124128797933
7.8;19.6;85;5;17.50514930186991
7.3;17.8;88;5;17.24601343034039
7.9;17.5;91;5;17.20463911747477
8.2;18.0;91;5;17.264028633474013
8.1;19.4;96;239;19.34938384573896
7.4;19.2;97;240;19.167560928320366
7.3;18.9;94;240;19.307917767851396
6.8;19.3;92;244;19.35625241056614
7.0;20.1;92;242;19.375571284830265
7.2;21.2;91;259;19.64087890320177
8.5;21.7;89;270;20.116510119319102
9.9;22.0;87;406;21.879071365896767
8.7;24.9;86;338;21.005577112518605
8.0;23.0;88;50;17.840757036717772
7.4;20.9;85;6;17.436100348738602
7.5;19.5;86;5;17.392375337582628
7.5;17.7;92;5;17.072068647854405
8.3;17.4;92;6;17.24057775872008
6.8;17.5;94;5;16.82672421394676
7.8;18.1;94;5;17.024689267277576
7.5;19.3;96;283;19.67663581458526
7.7;19.4;97;282;19.652707308762366
8.0;19.2;96;283;19.77561834125067
7.6;19.1;96;283;19.696432319918344
7.4;18.5;95;282;19.700086689339198
7.6;20.8;96;303;19.899173683938702
7.0;21.8;99;346;20.056135239719875
8.0;22.0;100;284;19.57221761629954
8.2;22.2;100;322;19.997019218604386
8.2;23.9;99;307;19.898347643877152
8.0;24.2;97;311;20.006071802591133
8.7;24.7;96;276;19.843234401175117
7.4;22.8;90;17;17.280685857509614
7.2;20.3;91;6;17.076200648344216
7.6;18.8;92;5;17.091865153187488
7.6;18.0;91;5;17.145249601475523
7.4;17.4;90;5;17.1590410390974
7.4;17.0;90;5;17.1590410390974
7.2;17.1;91;5;17.066063580143197
6.9;19.5;81;275;20.277526961299184
6.1;19.0;76;278;20.41648836467777
5.0;18.7;77;278;20.145342357725834
3.9;18.6;78;277;19.86405928257288
6.9;20.2;79;312;20.759367381312924
8.3;20.5;78;256;20.5222270850071
8.5;21.7;74;722;25.4992316704998
10.7;22.7;70;878;27.72967522033855
12.5;22.2;68;687;26.25660118651566
12.7;24.8;68;161;20.964096323446352
11.4;22.4;73;28;19.09158944194071
9.4;18.1;73;5;18.46250676665566
8.5;16.4;76;5;18.12418487379382
7.8;17.4;90;5;17.238227060429725
7.3;18.5;84;5;17.45955122349254
5.9;19.4;82;283;20.107274005288478
5.4;19.2;81;282;20.051538858710085
5.6;19.5;81;290;20.172228414984392
6.6;20.2;80;328;20.808786508241933
9.6;21.6;89;399;21.64195347591432
10.8;21.7;81;352;21.830144920767754
11.9;22.0;80;382;22.40540297375023
12.7;22.7;86;374;22.162371781078516
12.0;23.9;89;360;21.72172394406858
11.9;24.4;82;393;22.410141827385356
11.1;16.8;81;5;18.37197177101375
11.1;17.0;81;5;18.37197177101375
10.9;18.3;81;5;18.332378760347588
11.1;19.3;84;268;20.877867363017376
9.2;19.1;86;268;20.39496486511275
8.2;18.9;88;268;20.09023091520586
8.2;18.8;91;268;19.930077570341748
8.4;19.2;94;275;19.880476713550927
8.0;21.9;89;288;20.199994820272018
8.6;23.7;88;503;22.551627963777417
8.6;23.4;88;672;24.26479248974946
8.8;23.7;76;815;26.39459963261764
9.2;23.7;61;217;21.21258559406176
9.9;22.7;57;243;21.82826269777195
11.2;24.1;50;173;21.749713631047015
12.3;24.2;49;200;22.294560479426433
11.9;23.2;48;211;22.380266656593346
11.6;22.3;48;37;20.557027273616967
10.7;19.8;60;6;19.423996231931227
9.8;17.8;64;5;19.022152822580328
9.3;16.6;65;5;18.86978584762688
9.6;16.4;67;5;18.822406467050047
9.3;17.6;71;5;18.549479157898656
8.8;18.3;71;5;18.450496631233246
8.6;18.6;74;5;18.250750275702973
8.5;18.5;76;5;18.12418487379382
7.9;19.4;76;283;20.823510801678335
8.1;19.2;78;283;20.756334915768424
8.2;19.4;79;310;20.99644781424095
7.4;20.4;78;322;21.013105038276553
6.6;21.2;71;263;20.630337109768096
8.7;21.7;64;384;22.64634011210225
9.7;21.7;64;428;23.290336166277857
11.9;22.7;63;412;23.6170506406774
11.7;24.7;64;353;22.925986157863143
8.5;23.8;65;382;22.533088516746012
12.2;22.7;67;60;19.89465435676616
11.4;21.2;73;6;18.868573941518314
11.1;18.2;80;6;18.43549328750281
11.0;17.3;85;5;18.138637472528522
10.3;17.9;84;5;18.05344638348499
10.3;18.1;88;5;17.83990859033284
10.3;19.6;91;280;20.467449000748676
10.4;19.4;92;280;20.433861057793724
9.9;19.4;95;280;20.1747251862642
9.1;19.1;90;280;20.283275385039737
10.2;20.9;89;292;20.67606621040389
9.8;21.3;87;291;20.69351201744662
10.8;22.0;85;293;21.01852010375554
11.2;22.0;85;282;20.986198374876672
12.8;22.3;84;239;20.92043297585024
13.4;21.9;78;332;22.30226604027163
13.5;24.8;74;313;22.342996042937518
15.0;24.8;66;185;21.769474479507736
14.1;24.0;61;210;22.111654877975635
13.1;22.6;62;60;20.339745146204084
12.5;20.4;65;8;19.533685222888543
12.1;18.5;66;5;19.37070354866513
12.2;17.2;65;5;19.443884502286245
12.0;16.9;68;5;19.244138146755972
12.2;17.5;70;5;19.17696226084606
11.5;18.3;71;5;18.98500227522645
9.7;19.2;75;256;20.95953150453435
9.3;19.0;76;256;20.82696103491399
8.6;19.1;79;258;20.54850628912034
8.7;20.0;80;266;20.59601489177353
8.8;20.8;92;256;19.873827335639984
8.7;21.5;95;259;19.724288690045846
8.6;22.4;90;180;19.17058603827253
8.7;22.6;74;512;23.410040358952184
8.9;22.6;60;174;20.77068659370678
9.2;22.6;62;44;19.40548834699761
9.5;20.0;60;6;19.18643816793425
8.1;18.3;64;5;18.68561223191794
6.0;16.5;63;5;18.323270068211258
6.4;17.6;70;5;18.02876495152733
5.6;18.5;71;5;17.817008460574634
5.8;18.5;67;5;18.070139264392946
6.6;18.7;69;5;18.121742410481527
7.1;19.4;70;282;20.975308380540884
7.6;20.4;87;307;20.42018199133511
8.4;21.2;86;239;19.942617844618574
9.7;21.7;84;290;20.82373178877663
11.3;21.6;83;452;22.836065370958885
13.6;22.7;79;333;22.29861167085077
14.4;23.4;74;495;24.36611100352053
15.0;23.1;67;555;25.466805265596356
13.9;24.1;63;275;22.62420240379957
11.5;24.5;59;251;22.119334432133325
11.2;22.5;66;49;19.638566001512185
10.8;19.4;70;5;18.89981118618292
10.6;18.4;70;5;18.860218175516756
10.4;17.7;72;5;18.71385626827452
9.9;17.9;77;5;18.34795150016892
10.0;18.2;80;5;18.207594660637895
9.5;19.8;88;282;20.489504439350174
9.0;19.9;88;282;20.390521912684765
9.4;19.3;92;282;20.256170140864942
8.7;20.6;94;289;20.081785184364424
9.4;21.2;95;296;20.23793575081508
9.7;21.2;96;291;20.193255477521202
9.9;21.5;97;285;20.118641630693215
10.3;21.9;97;298;20.329609538638778
11.3;22.0;99;286;20.2991608769813
13.1;22.4;100;297;20.713621274899936
13.1;23.5;99;309;20.888650541600185
13.0;24.1;97;316;21.046582410250302
12.2;22.3;95;54;18.33906739549501
10.3;18.5;93;5;17.572986348892652
10.1;16.7;97;5;17.31985554507434
8.5;19.2;99;281;19.69417338664993
8.3;19.0;100;282;19.61133299589675
9.3;19.4;98;303;20.128945378025016
10.2;20.8;98;407;21.361369018928624
9.9;21.8;97;445;21.740572542856096
11.6;22.7;86;1097;29.27371053175063
11.1;22.1;70;218;21.118396228998996
12.0;23.9;80;172;20.296415156869532
11.7;23.0;84;33;18.614435367776636
10.5;18.8;95;5;17.50581046298274
11.0;17.7;97;5;17.498024093072075
10.1;17.5;98;5;17.266471096786304
9.6;17.4;98;5;17.167488570120895
10.1;18.7;99;5;17.213086648498265
10.0;18.8;99;5;17.193290143165186
10.0;20.1;97;314;20.432413113855823
11.2;22.1;92;390;21.707310602570356
11.7;22.1;90;396;21.973884435017947
11.7;21.7;85;397;22.25094374465915
13.3;22.1;82;379;22.545373947234246
13.8;23.3;78;656;25.665862158733788
11.8;23.3;67;89;20.109443313263355
11.4;21.5;74;34;19.09902740285878
10.9;18.4;84;5;18.172225415483478
10.8;17.4;83;5;18.205813358438434
10.5;16.8;85;5;18.039654945863113
10.4;17.7;86;5;17.966473992241998
10.6;19.3;88;244;20.32205740637539
9.7;19.1;90;259;20.18917598481685
10.9;18.9;92;260;20.33010222043877
11.4;19.9;92;266;20.489907156310288
11.9;20.7;90;202;20.04688621468662
11.8;21.6;94;313;20.938766486514385
12.4;22.5;85;273;21.132522825064488
13.0;24.1;87;302;21.438507938316423
13.4;23.9;84;240;21.04934907604975
11.9;21.6;89;66;18.721629387636206
11.8;18.5;85;5;18.297009515193174
12.1;17.6;75;5;18.890243514072793
12.2;17.4;77;6;18.813408191030817
12.2;17.4;83;5;18.482964433101575
11.5;19.4;96;264;20.275891732089182
11.6;19.6;98;263;20.178782272645172
12.1;19.2;98;273;20.379135481320763
12.6;19.2;96;273;20.584886904562243
12.9;18.3;95;275;20.71793500525156
12.5;18.3;96;275;20.5853645356312
13.2;20.5;95;283;20.85842106685895
13.2;21.0;94;315;21.236191697579564
13.7;21.9;93;223;20.45594839803935
14.8;21.8;92;291;21.416415042660514
15.0;22.0;94;302;21.4607469069618
15.3;22.3;86;240;21.318713780802227
15.5;22.6;96;379;22.23351478852952
15.1;25.4;85;182;20.744555262765054
13.5;19.3;85;6;18.64368717405658
14.1;17.5;90;5;18.485406896413867
14.5;16.9;91;5;18.511208469458154
13.3;17.2;90;5;18.327034853749215
13.0;19.2;85;218;20.693763106006987
14.1;19.1;87;217;20.794618699893793
14.0;18.8;93;217;20.45451550483249
13.9;18.1;99;217;20.114412309771183
14.5;19.0;100;223;20.240629302687744
15.9;20.3;99;213;20.469794143628746
17.1;20.9;95;233;21.123631364798232
19.7;25.6;83;900;29.040378372993807
20.9;25.0;84;663;26.822066825061484
21.0;30.2;83;846;28.750331259468897
22.6;29.0;86;508;25.480592947990008
22.9;25.7;87;266;23.03342751105486
20.9;23.9;86;126;21.271692304538746
19.8;20.6;90;9;19.65435597320359
19.5;19.2;86;6;19.778093045753444
18.7;18.3;82;6;19.833258796240937
17.9;17.7;81;5;19.718134133663302
14.5;18.4;94;5;18.351055124594044
13.5;18.5;95;5;18.09970562297519
14.1;18.4;95;5;18.21848465497368
14.1;18.5;93;5;18.325253551549753
14.1;19.6;94;265;20.907506835526398
13.7;19.5;93;265;20.881705262482107
13.3;20.0;93;270;20.85320458215487
14.5;20.8;93;283;21.222544532765085
15.4;20.7;92;274;21.362863915241697
16.0;21.8;90;279;21.63909718482135
17.2;22.1;87;321;22.462565458125198
18.0;26.7;91;736;26.61428301106017
14.9;22.9;76;136;20.719117149444397
14.1;22.2;76;66;19.851150332708485
13.3;19.4;78;6;18.97778530140668
13.4;18.5;78;5;18.987444738538745
13.1;18.2;76;5;19.034824119115573
12.5;18.2;79;5;18.75589174225297
11.6;18.3;85;6;18.26755357272803
12.0;19.3;89;217;20.272123191323004
12.1;19.5;92;216;20.12162928359096
11.1;19.3;94;216;19.816895333684066
9.8;18.8;94;217;19.569677832555026
11.4;19.5;93;217;19.939806366172366
11.7;20.1;90;227;20.260719909045907
12.5;21.0;85;234;20.75697367055787
13.6;22.5;77;186;20.9152315418772
14.9;24.4;53;716;27.826459016659694
16.1;24.2;47;277;23.934150830137998
17.8;25.2;46;478;26.36162657749304
18.0;26.2;43;293;24.686015315834982
19.7;25.3;50;210;23.80748810779662
19.3;24.4;52;105;22.557141028781327
19.0;22.8;53;42;21.805731767829908
18.5;21.3;57;13;21.19923647018283
16.7;19.2;57;6;20.771939896780236
13.7;19.0;68;5;19.58067873741836
12.6;18.6;82;5;18.61553490272194
12.8;18.3;90;5;18.228052327083805
12.2;18.2;89;5;18.16265774337335
11.5;18.9;83;5;18.344388895770003
11.4;19.6;80;282;21.292713626983023
11.2;19.7;83;283;21.103104339653765
10.8;20.4;85;276;20.84618994433824
10.5;21.8;85;227;20.29008408648911
10.4;23.0;81;220;20.412865896901053
10.9;23.5;75;633;25.018764280315114
11.0;24.9;68;956;28.686524952593274
11.4;24.9;58;1195;31.722314756849276
10.5;24.6;53;572;25.49567496105751
9.4;24.7;57;676;26.118630702147335
10.4;26.2;58;229;21.73194182133507
10.3;24.0;60;105;20.34837996249968
10.5;21.7;63;47;19.63986967264269
11.0;21.1;67;5;19.099557541713192
11.1;20.1;69;6;19.022722218671216
11.2;18.8;70;6;18.989134275716264
10.3;18.4;73;5;18.640675314653397
10.3;18.1;78;5;18.373753073213212
10.0;18.5;79;5;18.26097910892593
10.1;18.6;77;5;18.387544510835085
9.6;18.4;85;5;17.861486397865377
9.2;20.6;94;295;20.241590120235937
9.5;21.4;93;289;20.293541675317112
10.8;22.7;90;243;20.24474445226446
11.9;22.4;86;343;21.689750624182306
12.2;22.5;79;373;22.426943324228347
13.0;22.8;78;405;22.963085997613614
13.3;23.5;81;463;23.450272124407793
13.8;23.5;74;599;25.301587064427913
14.2;25.1;67;163;21.33470248813265
12.9;23.3;65;69;20.23123240448297
11.8;21.3;70;12;19.16873571692086
11.3;20.0;77;5;18.625102574832063
11.9;18.9;81;5;18.530343813678407
12.9;19.0;86;5;18.461386625569038
12.7;18.9;90;5;18.208255821750726
12.7;19.6;91;272;20.861468583134492
11.8;19.1;88;270;20.823179243598833
11.9;19.9;80;281;21.381559085447414
12.1;20.9;71;305;22.144901767530342
12.0;22.1;72;341;22.43665526914587
12.1;21.9;69;272;21.917147413472822
13.3;22.4;69;291;22.347309773289144
13.5;22.1;74;291;22.119980542515123
14.0;23.0;81;190;20.82142804286145
13.7;23.5;83;163;20.381568788858644
13.8;23.8;84;448;23.237045283193822
13.0;20.7;80;35;19.10560186666088
12.2;19.5;80;14;18.73435139177485
12.2;18.5;73;5;19.016808915981947
12.5;17.7;72;5;19.129582880269233
12.8;17.2;67;5;19.45589463770866
12.7;17.2;72;5;19.169175890935396
13.0;18.0;78;5;18.908258717206415
13.0;19.5;78;263;21.52362231306906
12.9;19.0;74;261;21.69708946448609
12.7;19.2;74;261;21.657496453819927
12.8;19.0;76;264;21.600935267179988
12.8;19.4;76;266;21.621209403582025
13.2;20.0;76;270;21.74094369771842
13.6;21.0;72;197;21.29366153352859
14.2;21.8;69;318;22.799179162714363
15.1;23.1;66;760;27.61808520042617
15.5;22.7;58;985;30.405187153291845
16.2;23.8;53;1177;32.75700202665905
16.7;23.3;44;698;28.480788919629177
17.0;23.5;43;621;27.813008632438073
16.0;23.9;57;57;21.15035483770058
15.7;22.3;65;83;20.927453508623508
15.7;21.1;72;21;19.925264142144133
15.1;19.2;73;6;19.601044638842335
14.9;17.9;76;5;19.39116121511104
14.5;17.8;70;5;19.632281883506938
14.3;18.4;70;5;19.592688872840775
14.0;18.6;72;5;19.426530460265457
12.5;18.7;88;280;21.063125462940587
12.7;20.0;93;282;20.8560703685686
13.6;20.3;97;294;20.9423459418264
14.7;21.0;97;291;21.129696295887243
17.2;21.9;99;377;22.38962789792576
18.5;22.3;100;422;23.04976608801359
20.3;22.5;97;448;23.82982030209964
19.4;24.3;93;475;24.13889038868154
18.1;23.8;90;86;20.09836963401959
16.3;20.6;94;6;18.717529288790534
15.0;19.6;96;5;18.34326875468338
14.1;19.1;97;6;18.121852826598623
13.5;18.8;96;5;18.046321174687154
13.6;18.5;96;5;18.066117680020238
13.4;18.5;96;5;18.026524669354075
12.3;19.4;95;212;19.96052067658894
10.9;19.3;95;212;19.683369601925794
11.0;19.2;95;212;19.703166107258877
10.8;19.8;93;217;19.821027334173877
10.9;20.1;92;217;19.894208287794996
11.2;21.1;88;213;20.12658732414232
12.1;23.2;78;509;23.839172542521755
12.9;24.5;76;950;28.57476055841142
12.4;24.2;77;761;26.50648769346557
12.9;24.0;75;532;24.39085049867393
12.3;25.1;73;281;21.834436244796
11.7;25.0;71;215;21.153379608106395
11.5;23.0;72;134;20.239299624869737
10.7;22.0;73;76;19.439593178258
9.2;20.0;76;6;18.272897479326407
9.4;18.8;74;5;18.409122318367626
10.1;18.3;81;5;18.174006717682936
10.4;18.2;79;5;18.340165130258256
10.8;18.2;80;6;18.376103771503566
10.7;18.5;81;5;18.292785749681425
10.1;18.6;85;214;20.079116178543547
9.5;19.8;87;217;19.88397945457204
9.9;20.7;87;219;19.9834396123064
10.4;21.5;84;203;20.080382392619637
10.6;23.5;79;478;23.174591400005934
10.8;25.0;78;726;25.7815617728126
5.5;25.1;71;592;23.74767098923912
8.0;25.3;67;540;23.928993869265373
8.9;25.0;68;253;21.144439395282905
9.9;26.2;71;189;20.533478738884458
7.4;23.4;68;146;19.762825517777756
8.8;21.6;71;72;19.12968020070145
8.9;21.2;69;22;18.74939219255971
9.2;19.9;73;6;18.433050824190516
9.0;18.8;79;5;18.06301405559511
9.0;18.1;73;6;18.393457813524353
9.0;18.3;77;5;18.169782952171186
8.1;19.3;83;212;19.769680832055958
7.7;19.1;81;211;19.787126639098684
8.2;19.2;84;211;19.725955820899983
8.3;19.2;84;211;19.745752326233067
9.0;19.5;80;216;20.148550997721873
9.1;20.2;74;210;20.427831783577073
9.5;21.8;67;212;20.900983079327695
9.8;23.3;60;915;28.46042267865886
9.1;23.4;61;1163;30.78245560689171
9.5;23.8;64;571;24.70034390835727
9.0;24.7;62;309;22.052218409601217
10.4;23.0;59;138;20.756084166754395
9.8;22.2;61;71;19.851352668711627
9.2;21.1;64;22;19.07570394999914
8.4;18.0;68;5;18.531463954765034
8.3;17.6;70;5;18.40489855285588
7.4;18.9;85;5;17.425963280537584
6.9;18.6;84;5;17.380365202160213
7.3;19.1;72;278;20.8675842218269
7.5;19.3;75;275;20.716612683025897
7.8;19.6;77;282;20.740192779856194
7.5;20.6;74;332;21.34781001877196
6.8;21.5;79;296;20.577377784763556
8.1;22.6;78;252;20.442085801536866
6.2;21.7;82;288;20.217348862292813
7.9;21.1;99;325;20.02142535549623
5.5;20.7;97;362;20.028149647516013
8.2;23.7;87;309;20.559235159735632
6.8;23.9;71;243;20.4671887564139
6.1;20.4;72;20;18.014662561967278
6.3;18.5;73;21;18.01100819254642
5.8;17.7;68;5;18.01675481610491
5.5;16.9;73;5;17.69044305866548
5.4;16.9;66;5;18.04433769134866
4.5;17.5;62;5;18.079706936503076
3.9;18.2;63;5;17.907543456216544
4.1;19.5;72;258;20.031354687147928
4.2;19.1;82;257;19.50716964139962
4.0;18.8;81;257;19.520961079021493
5.3;18.1;92;259;19.211360853585184
6.6;19.0;89;262;19.659279972382407
7.0;19.5;89;264;19.75874013011677
8.2;20.8;84;251;20.131438548940704
9.4;21.1;84;233;20.186529385319357
10.8;20.3;84;307;21.213823506857835
10.9;22.3;87;309;21.093740803728835
10.4;22.5;83;300;21.117062456406416
9.9;24.0;89;276;20.454483603188354
9.7;24.0;93;304;20.485190708998545
9.2;23.3;86;164;19.34070977220688
8.9;21.9;75;76;18.97648718568646
8.9;20.3;74;21;18.472332882918508
9.3;18.6;72;5;18.49609470961062
9.6;17.4;68;5;18.769022018762012
9.0;16.8;70;5;18.54347409018745
