"Tempratuur afgerond op hele normale aantallen KNMI";"Tempratuur in de Kas";"outside Luchtvochtigheid - % - 1 uur";"Plant Straling Par";"prediction(Tempratuur in de Kas)"
10.5;16.3;78;5;18.413346083879375
10.2;15.8;73;5;18.620878809320317
10.2;15.6;66;5;18.99456994733658
10.1;15.3;69;5;18.814620097139382
10.1;15.1;65;5;19.02815789029153
9.8;15.0;71;5;18.648461684564065
10.9;19.2;82;290;21.168058749349683
10.8;19.3;83;292;21.1151519321306
10.6;19.3;90;295;20.73227898805123
10.8;20.0;91;309;20.860406505243606
10.9;20.9;90;342;21.26811070949832
11.1;23.5;87;333;21.37662345121943
11.2;23.4;89;373;21.69513378801716
11.0;22.4;88;319;21.161523542784064
11.0;22.7;85;291;21.03783897801967
11.2;22.1;86;286;20.973362199392707
11.2;21.1;85;6;18.188367551395704
11.3;19.2;86;5;18.14464254023973
11.2;18.1;85;5;18.178230483194685
11.2;16.1;87;5;18.07146158661861
11.1;15.7;88;5;17.998280632997492
11.2;15.6;92;5;17.804539345178426
11.4;15.4;95;5;17.683979010980476
11.4;16.9;87;295;21.050804375579993
11.5;18.1;86;295;21.123985329201112
10.9;19.0;85;294;21.04845367728964
10.8;19.6;85;294;21.02865717195656
10.8;19.8;86;294;20.975272723668525
10.9;20.0;85;295;21.05859074549066
11.8;23.9;81;368;22.190303065314858
11.8;23.1;81;352;22.02810997409857
11.2;22.6;83;326;21.538998272297537
11.2;22.4;84;292;21.140953505174892
11.2;22.7;84;286;21.08013109596878
10.8;21.4;84;6;18.162565978351417
10.7;19.7;83;6;18.19615392130637
10.3;18.3;85;5;18.00006193519695
10.8;17.4;84;5;18.152428910150398
10.8;16.9;85;5;18.09904446186236
10.7;16.5;86;5;18.02586350824124
10.5;16.2;87;5;17.93288604928704
10.7;15.7;98;5;17.385250128784794
9.3;18.4;100;294;19.93094286763978
9.1;19.0;100;294;19.891349856973616
9.1;19.6;100;294;19.891349856973616
8.8;19.4;100;296;19.852234477376406
9.0;19.8;100;306;19.99319817005275
9.7;20.4;100;301;20.08108836637923
9.5;21.7;100;305;20.08204362851714
9.3;22.4;100;303;20.02217648144894
8.9;22.5;100;288;19.790934437101345
8.6;23.7;100;283;19.68085958009701
8.7;24.5;98;280;19.777013777403113
7.1;19.2;95;5;16.832729281657965
6.4;18.7;95;5;16.694153744326396
4.7;17.4;96;5;16.304228705375973
4.1;17.2;96;5;16.18544967337748
3.5;17.0;96;5;16.06667064137899
4.1;16.4;97;5;16.13206522508944
4.5;16.5;96;5;16.26463569470981
5.5;17.4;95;295;19.45573497462388
6.2;18.2;95;295;19.594310511955452
6.5;18.7;91;294;19.857100752905826
6.5;19.4;91;294;19.857100752905826
7.4;19.5;92;295;19.992021920816544
8.4;19.9;89;304;20.441373932820632
9.2;20.9;86;327;20.99305188897281
9.5;22.4;88;337;21.047043190406164
9.6;21.9;93;305;20.47553127186648
9.5;22.4;95;295;20.247595187947145
9.5;22.9;96;287;20.113114194050965
9.4;21.8;98;5;17.127895559454732
9.5;20.0;98;6;17.157829132988834
10.4;18.7;100;5;17.219091716209476
10.2;17.3;100;5;17.179498705543313
10.8;17.1;100;5;17.298277737541802
10.3;16.3;100;5;17.199295210876393
10.7;17.2;91;295;20.698691045096272
11.1;18.6;75;294;21.621891170836175
11.1;19.4;76;295;21.578643790749158
11.0;19.5;79;294;21.388556872350946
10.9;19.4;78;307;21.55392670191914
11.0;20.0;76;388;22.50159462811075
11.4;22.0;74;335;22.1502849313652
11.2;22.8;73;354;22.356680664806415
11.1;22.7;79;287;21.3373939002769
10.9;21.2;81;6;18.342515828548606
11.1;19.1;86;5;18.105049529573567
11.2;17.6;92;5;17.804539345178426
10.6;16.7;93;5;17.6323758648919
9.4;15.8;96;5;17.234664456030806
10.4;15.4;97;5;17.379245061073586
10.1;15.2;98;5;17.266471096786304
10.4;15.3;98;5;17.32586061278555
10.7;16.7;97;295;20.37838435536805
10.6;17.9;96;295;20.411972298323008
10.3;19.3;97;294;20.289061265834704
10.5;19.4;99;294;20.221885379924792
10.5;19.6;100;295;20.178637999837775
10.5;20.0;100;302;20.2495974772449
10.7;20.9;99;306;20.383123209003173
10.9;22.1;96;321;20.73492558754872
10.7;23.0;95;342;20.96159545739197
10.9;23.1;93;326;20.945764273417918
10.9;23.1;91;310;20.890340078777704
10.4;23.1;90;294;20.68254890918405
9.7;18.3;73;5;18.521896282654907
7.4;17.3;78;5;17.799654418553846
9.1;16.8;83;5;17.869272767776046
8.6;16.4;89;5;17.449983551382413
8.5;16.1;90;5;17.376802597761298
8.5;15.9;88;5;17.483571494337372
8.5;17.0;86;296;20.540227237409685
8.4;17.9;84;295;20.617062560451657
8.3;18.8;82;295;20.704034951694652
8.4;19.8;81;295;20.777215905315767
8.3;20.2;84;379;21.44877978400409
9.0;20.9;81;341;21.362300074561084
9.1;22.2;80;400;22.03356805204227
9.3;21.5;80;351;21.57644472085855
9.7;20.9;78;6;18.26511110941574
9.8;18.3;79;5;18.221386098259767
10.0;17.5;83;5;18.04744131577378
9.8;16.1;96;5;17.313850477363136
10.2;15.6;93;5;17.553189843559572
10.1;15.3;96;5;17.37323999336238
9.9;15.4;92;5;17.547184775848365
9.7;15.3;90;5;17.614360661758276
9.7;16.8;91;295;20.500725991765457
9.5;17.8;87;295;20.674670774251442
9.5;18.8;87;294;20.664533706050424
9.1;21.5;90;388;21.37807875074968
8.7;22.8;87;383;21.408360733276375
8.3;22.5;93;290;20.066120679521152
8.0;22.1;88;286;20.23310513215802
8.2;20.5;88;6;17.434319046539144
8.1;18.5;87;5;17.45776992129308
8.2;17.4;81;5;17.797873116354385
8.0;15.2;80;5;17.81166455397626
7.8;14.7;76;5;17.985609336462247
7.5;14.3;74;5;18.032988717039075
9.2;15.8;73;295;21.362663534284717
9.1;17.1;73;295;21.342867028951638
9.2;19.1;73;294;21.3525264660837
9.1;19.3;78;294;21.065807719310435
9.2;19.3;81;296;20.945725016181438
9.3;20.2;89;348;21.065573481663158
9.3;21.2;91;398;21.465657995137985
8.9;21.2;92;407;21.424321139326786
9.0;20.9;91;362;21.041334023902092
9.1;20.7;90;346;20.952321886306926
8.6;21.0;88;294;20.432980709764653
8.6;22.4;88;286;20.35188416415651
7.7;18.4;88;5;17.325199451672717
7.2;15.4;91;5;17.066063580143197
7.3;15.3;89;5;17.19262898205235
7.6;15.3;85;5;17.465556291203747
7.9;15.1;83;5;17.631714703779068
8.1;15.1;83;5;17.67130771444523
8.5;15.6;83;295;20.690243514072776
9.7;17.2;85;295;20.82103268149368
11.4;19.1;86;294;21.094051755667014
11.0;18.9;88;294;20.908096837758613
11.1;19.2;86;295;21.044799307868786
11.7;18.5;85;323;21.50080069778382
11.6;18.5;90;344;21.42696038323193
11.3;19.5;84;431;22.569802490449472
11.5;19.2;77;327;21.92883154622602
11.5;20.2;80;290;21.393606677924247
11.6;21.2;85;286;21.105932669013068
12.4;19.9;86;6;18.372541167104647
11.7;17.6;84;5;18.330597458148134
11.4;15.4;89;5;18.0042857007087
10.1;14.4;93;5;17.53339333822649
9.6;14.2;92;5;17.48779525984912
10.7;14.0;92;5;17.705556818513017
10.8;13.9;94;5;17.618584427270026
10.6;14.0;94;5;17.578991416603863
10.7;16.3;92;296;20.655443665009255
9.9;19.2;81;293;21.053889348909955
10.0;19.3;81;292;21.06354878604202
10.4;19.3;76;294;21.42993118521657
9.9;18.6;80;306;21.23905568381123
10.4;18.7;75;341;21.959757838952452
10.7;19.7;75;369;22.3029852645802
10.5;19.8;76;343;21.946444032399533
10.7;20.3;75;367;22.282711128178164
9.6;19.9;75;362;22.014264228509177
9.9;21.3;74;295;21.447854623328254
9.2;21.9;75;287;21.1747980921005
9.5;18.0;87;5;17.734920995956223
8.4;15.9;84;5;17.677312782156438
8.3;14.5;94;5;17.123671793942986
8.5;14.3;96;5;17.056495908033074
8.9;18.0;100;294;19.851756846307453
9.0;19.1;100;293;19.861416283439514
8.8;19.9;100;293;19.82182327277335
8.8;19.9;95;295;20.109019650615572
9.0;20.4;94;321;20.465560882796243
9.3;21.4;96;305;20.255988411003127
7.8;21.3;98;313;19.933368480038972
8.9;21.0;99;312;20.087608522213813
8.5;21.1;99;288;19.765132864057055
8.0;20.7;100;6;16.754112656416535
8.2;17.5;82;5;17.74448866806635
8.2;16.2;80;5;17.851257564642424
8.2;15.6;84;5;17.637719771490275
7.9;14.9;85;5;17.524945807202993
8.3;14.8;93;5;17.17705624223102
9.1;14.6;81;5;17.97604166435212
9.4;14.9;81;5;18.035431180351363
9.3;16.3;82;296;20.912137073226486
7.8;19.2;92;294;20.061070873947852
6.8;19.2;93;294;19.809721372328998
6.5;19.3;90;296;19.9307593375959
7.5;18.9;89;313;20.35443899863206
8.7;19.3;89;375;21.220495291092156
7.5;19.8;86;386;21.254598322170487
7.9;20.9;90;342;20.674215549505874
8.6;19.7;92;292;20.19916878021047
8.2;21.2;91;302;20.274737889176357
8.4;22.4;92;287;20.108890428539215
7.9;20.6;94;6;17.05462284081168
8.0;18.5;93;5;17.117666726231775
8.1;17.3;92;5;17.190847679852897
8.2;16.4;94;5;17.103875288609903
7.3;16.0;94;5;16.925706740612167
7.5;15.6;95;5;16.91191530299029
6.9;15.3;95;5;16.793136270991802
6.4;15.0;93;5;16.80092264090247
6.1;15.0;92;5;16.794917573191263
5.8;16.1;92;298;19.70568904009029
5.6;17.4;92;296;19.64582189302209
5.5;18.9;91;296;19.679409835977047
5.4;19.3;91;295;19.649476262442946
5.1;19.3;90;296;19.65360826293276
5.0;18.4;92;40;16.931953401562993
4.9;19.3;94;323;19.674178300541936
5.4;22.0;91;414;20.855787378364088
5.0;21.7;92;320;19.770332497848035
5.0;21.9;89;335;20.082541865727414
4.8;22.7;88;303;19.771947120916714
4.6;23.1;90;286;19.45325505425717
4.6;21.6;90;5;16.604738889771113
4.1;19.6;90;5;16.505756363105704
4.0;16.3;95;5;16.219037616332436
3.2;15.7;97;5;15.95389667709171
3.2;15.8;98;5;15.900512228803674
1.7;16.2;97;5;15.656949097095485
1.4;16.9;96;5;15.650944029384277
1.2;19.6;93;295;18.711254141877443
1.3;19.3;84;294;19.201373613601845
1.3;19.2;86;294;19.09460471702577
1.2;19.1;93;294;18.701117073676425
1.1;19.3;98;295;18.42453539510418
1.2;18.1;99;320;18.64437415717467
0.3;20.8;98;316;18.4790417846609
1.2;23.0;92;378;19.60601525084998
0.6;22.5;89;296;18.81614997123212
0.0;22.6;88;287;18.65952177371251
-0.3;21.3;90;5;15.634710128450113
-1.2;16.7;91;5;15.403157132164338
-0.6;16.4;90;5;15.57532061245087
-1.3;16.0;90;5;15.436745075119298
-1.2;18.5;91;296;18.353043978660576
-1.2;19.0;89;296;18.45981287523665
-1.3;18.9;90;295;18.376494853414517
-2.2;18.5;92;295;18.091557408840707
-2.4;18.9;94;295;17.94519550159847
-1.4;19.2;94;295;18.143160554929285
-0.8;19.4;92;295;18.36870848350385
-0.6;18.8;89;300;18.619140180039217
-0.4;19.4;84;328;19.20949334177407
-0.7;19.1;80;328;19.363641618926973
-0.1;18.9;82;335;19.446611231756513
0.0;21.1;84;329;19.298816431307415
-0.5;22.4;87;293;18.674746104541242
-0.7;22.3;89;287;18.467561788092898
-1.1;20.3;89;5;15.529722534073496
-1.5;16.1;85;5;15.664074305893319
-1.7;15.4;85;5;15.624481295227156
-2.3;16.0;81;5;15.719240056380816
-2.6;15.9;82;5;15.606466092093534
-3.9;19.4;86;302;18.14628298531367
-3.0;20.1;84;309;18.502179907294604
-1.8;20.4;81;319;19.001261998165873
-1.0;21.5;73;287;19.26232344470225
-1.5;19.7;76;5;16.144534340485656
-1.8;16.7;76;5;16.08514482448641
-2.3;15.6;79;5;15.82600895295689
-2.3;16.6;81;5;15.719240056380816
-3.5;18.4;85;302;18.27885345493403
-3.8;19.5;81;300;18.4127275956849
-3.7;19.4;74;300;18.806215239034245
-4.0;19.2;76;302;18.66033096286096
-4.3;19.7;78;299;18.463761345682588
-4.2;20.5;78;300;18.493694919216686
-4.3;20.1;77;298;18.507008725769605
-3.4;19.0;76;310;18.860206540467594
-0.9;20.5;70;315;19.72611120452795
-0.1;20.7;74;330;19.823001477055723
0.5;20.8;71;313;19.929603694501015
0.2;21.5;68;298;19.878311500350616
-0.6;23.0;64;290;19.85238070522997
-1.2;21.3;64;6;16.854674304142364
-1.7;16.6;68;5;16.53201691612379
-2.2;15.5;70;5;16.326265492882307
-2.4;15.7;71;5;16.233288033928105
-2.8;15.9;73;5;16.047333116019704
-3.3;18.3;74;302;18.905675396768604
-3.3;18.7;76;299;18.768495295589478
-3.8;18.7;77;300;18.626265388837048
-5.4;18.5;78;300;18.256136855219708
-5.0;18.9;78;300;18.335322876552034
0.6;20.0;55;169;19.3438135514961
1.8;22.5;47;211;20.434204066240135
2.3;23.3;42;284;21.540114813020047
2.6;23.2;46;298;21.527885490681392
2.5;24.1;50;290;21.21345464658802
5.9;22.5;51;6;18.954224010535643
6.2;19.1;55;5;18.789938665181722
6.2;17.2;54;5;18.84332311346976
6.1;15.9;55;5;18.77014215984864
5.9;15.4;52;5;18.89070249404659
5.5;15.7;53;5;18.758132024426224
5.2;15.9;56;5;18.538589163562868
5.2;19.1;72;299;20.664736042053566
4.9;18.8;73;299;20.551962077766284
4.7;18.6;74;298;20.448847550611067
5.0;18.6;74;298;20.50823706661031
4.9;19.4;73;298;20.541825009565265
4.6;19.9;72;297;20.52568287365304
4.9;19.2;73;298;20.541825009565265
5.8;18.3;67;311;21.172082133904453
6.1;19.7;56;266;21.362532512026302
6.2;21.0;49;167;20.752450403474864
6.4;22.6;47;208;21.31443210695884
6.3;24.0;45;275;22.080588067670035
6.5;24.0;44;290;22.325621549639507
5.5;23.4;49;296;21.92155666407461
4.8;25.2;55;290;21.401852027808708
4.8;23.1;58;6;18.362771313855486
5.1;18.1;61;5;18.2518704167896
4.4;16.9;60;5;18.166679327746067
4.1;15.6;65;5;17.840367570306633
5.0;16.0;69;5;17.80499832515222
5.1;18.4;70;302;20.782119637899612
5.0;19.3;70;302;20.76232313256653
4.7;19.1;73;300;20.522506135301136
4.7;19.0;74;300;20.4691216870131
4.7;19.8;77;299;20.29883127394797
4.4;19.0;83;313;20.061054023034753
4.0;21.6;84;317;19.969031826218462
4.2;22.6;85;326;20.04647400240575
4.8;23.9;85;333;20.236212511811363
5.1;24.7;85;323;20.194231345800432
5.0;24.9;86;295;19.837212482550807
5.1;26.2;89;290;19.64617030201469
5.2;20.9;90;5;16.723517921769602
5.8;19.6;85;5;17.109219195208276
6.0;18.4;85;5;17.14881220587444
5.6;17.0;87;5;16.962857287966038
6.1;16.5;85;5;17.168608711207522
6.3;16.0;85;5;17.208201721873685
5.6;19.5;86;295;19.955991514549297
6.1;19.5;87;295;20.001589592926667
6.0;20.1;86;295;20.035177535881623
5.9;21.1;81;321;20.545867045215196
5.8;21.8;80;333;20.701099806582366
5.8;22.9;78;332;20.797731634957422
7.2;23.9;81;350;21.09719659237478
5.1;24.7;93;302;19.554277327274754
4.4;24.8;93;287;19.26364576692791
4.7;19.8;94;5;16.410997601952047
4.2;17.3;94;5;16.312015075286638
4.0;16.5;95;5;16.219037616332436
4.1;15.9;97;5;16.13206522508944
4.6;18.1;99;297;19.084302769876032
4.2;19.1;99;295;18.98484261214167
3.9;18.8;100;295;18.872068647854388
3.1;18.8;98;295;18.82046550176581
1.7;19.3;95;296;18.713604840167797
2.9;19.1;92;295;19.10117918082787
3.0;19.2;90;296;19.237881650938046
2.5;19.7;88;299;19.276079225451767
1.9;20.7;87;306;19.28164411914844
3.1;22.0;86;315;19.66382024524262
4.4;23.9;91;290;19.40082586810704
3.7;24.2;91;287;19.231839126172414
4.0;21.7;92;6;16.389328029397568
3.1;19.2;94;5;16.09425351662274
3.4;17.0;94;5;16.153643032621986
2.5;16.2;93;5;16.028858932912286
3.6;15.7;92;5;16.300004939864223
3.1;15.9;92;5;16.201022413198814
3.0;16.0;93;5;16.127841459577695
2.3;18.0;94;297;18.895905388655343
2.0;18.8;93;295;18.869626184542096
3.4;19.0;93;295;19.14677725920524
3.2;19.0;95;295;19.000415351963003
3.1;19.2;90;296;19.257678156271126
2.9;19.7;90;295;19.207948077403945
2.6;19.5;90;298;19.178969766007754
3.0;20.6;93;309;19.209510192687166
3.7;21.4;89;317;19.642720068779028
3.9;23.0;78;324;20.340501488020728
4.3;23.9;71;329;20.844063988374405
3.9;23.9;74;302;20.33102378075048
3.5;24.0;92;287;19.138861667218215
3.3;22.2;91;5;16.293999872153012
2.5;19.4;89;5;16.242396726064435
1.5;17.4;83;5;16.364738362461843
1.2;16.1;89;5;15.985042156734373
1.1;15.6;91;5;15.858476754825219
1.0;15.7;92;5;15.7852958012041
0.7;15.7;85;5;16.099597423221113
0.6;16.1;77;5;16.50687650419233
-0.3;18.9;88;296;18.691365871522425
-0.2;18.6;92;296;18.49762458370336
-0.6;18.6;97;296;18.151516320930845
-0.5;18.8;89;299;18.62879961717128
-0.1;20.5;88;267;18.436983904359067
0.7;20.9;88;315;19.081935220672584
0.8;22.4;78;231;18.784062480000525
1.2;22.2;80;276;19.21264767380259
1.1;20.6;85;5;16.178783444553442
1.4;17.8;85;5;16.238172960552685
2.4;15.9;88;5;16.27598466901939
2.4;15.5;86;5;16.382753565595465
2.7;15.7;84;5;16.548911978170786
2.2;16.0;80;5;16.663467244657525
1.5;16.3;80;5;16.524891707325956
1.5;18.5;89;295;18.98418145102884
0.8;18.9;92;295;18.685452568833156
2.4;18.6;78;295;19.749578930194982
1.1;18.9;72;295;19.812531050593147
4.0;20.4;59;269;20.817063759770527
4.1;22.2;59;196;20.096854286429295
5.0;24.9;59;209;20.406804721040263
4.9;24.3;62;289;21.037820326924514
4.0;24.2;66;287;20.625839849372593
3.3;18.9;75;5;17.148151044761608
2.2;16.4;76;5;16.877005037809674
2.2;15.1;72;5;17.090542830961823
2.9;15.5;72;5;17.229118368293395
3.4;15.8;76;5;17.114563101806656
3.4;18.9;82;295;19.734006190373652
3.7;18.6;84;295;19.68662680979682
1.5;18.6;85;295;19.197719244180988
2.7;18.7;86;295;19.38189285988993
2.9;18.8;86;295;19.421485870556094
3.6;19.1;84;298;19.697241509066796
4.4;19.6;84;321;20.08876612035486
4.9;21.0;83;326;20.291818436313395
5.0;22.4;81;322;20.37783556541848
5.4;23.7;78;329;20.688134409022044
5.4;23.9;75;310;20.65568345806681
4.9;24.2;75;299;20.44519318119021
4.7;24.4;77;287;20.177186455535754
4.5;19.0;79;5;17.17217131560644
4.9;15.6;78;5;17.304741785226806
2.3;15.7;75;5;16.950185991430793
1.2;18.7;77;295;19.56540531448604
1.0;18.6;77;295;19.525812303819876
-0.1;18.4;81;295;19.09451295200383
-0.1;18.8;82;305;19.142499185725974
0.0;19.5;79;348;19.75834296856694
1.7;22.9;70;187;18.943275613457768
1.8;24.5;72;274;19.73822815570334
1.6;23.9;73;310;20.010185151985784
1.3;25.0;75;304;19.78320433020436
1.0;23.9;73;286;19.648116483162863
1.1;22.0;65;6;17.256609478515205
0.9;19.1;64;5;17.260263847936063
0.9;16.9;66;5;17.15349495135999
1.0;15.5;72;5;16.852984766964845
1.2;15.5;74;5;16.785808881054933
1.0;15.7;78;5;16.53267807723662
0.8;16.1;72;5;16.81339175629868
1.1;16.0;65;5;17.246472410314187
1.5;18.1;68;296;20.11539193327864
1.8;18.5;72;295;19.951106587924716
2.0;18.2;84;295;19.350086219134432
2.0;18.6;87;294;19.1797958060693
2.4;19.2;89;299;19.202898271830644
3.0;19.7;85;327;19.81905300660979
3.9;21.0;75;289;20.14585744584921
4.2;22.6;75;169;18.988798777726295
5.5;24.2;72;297;20.703851421650775
5.5;23.6;68;310;21.049171101416157
5.4;23.1;72;289;20.602958370709548
5.5;21.7;74;6;17.647195678578463
6.5;15.4;73;5;17.888408111996295
7.8;15.6;89;5;17.29161150871776
8.9;15.8;90;5;17.455988619093624
9.8;18.2;92;295;20.467138048810504
10.0;18.8;92;295;20.506731059476667
10.1;18.4;94;295;20.419758668233673
10.5;18.3;93;295;20.552329137854034
9.4;19.0;93;302;20.40552705659726
8.7;19.6;93;321;20.459555815085036
10.0;21.9;88;300;20.770954193633905
9.8;23.1;87;220;19.97378017517434
7.8;20.7;77;5;17.932224888174208
8.0;17.8;74;5;18.131971243704484
7.7;16.0;70;5;18.286119520857387
8.0;15.2;65;5;18.612431278296818
8.6;15.6;65;5;18.731210310295307
7.9;15.9;65;5;18.592634772963738
8.3;15.9;62;5;18.831974139160177
7.7;18.1;56;296;21.983388643386146
7.6;18.9;57;295;21.90007062156401
7.3;18.8;58;294;21.77715958907571
7.4;18.6;58;294;21.79695609440879
7.3;18.7;61;295;21.627143312412613
7.0;18.7;63;294;21.450847831636278
6.6;18.4;64;295;21.328414430216935
7.7;21.4;87;335;20.72381640629669
8.3;22.4;87;364;21.136570416124705
8.3;22.1;88;320;20.63715496699188
7.9;22.1;92;287;20.00990790187381
8.9;18.0;93;5;17.29583527422951
10.0;16.4;93;5;17.51359683289341
11.0;15.6;92;5;17.764946334512263
10.3;15.5;92;5;17.62637079718069
10.7;15.4;90;5;17.81232571508909
10.9;16.1;88;5;17.95868762233133
10.0;18.5;94;290;20.349276821895504
9.7;19.3;100;289;19.959443547967016
9.7;18.8;99;290;20.02296506445607
10.0;19.2;90;289;20.552677546846635
10.0;19.4;90;289;20.552677546846635
10.0;19.8;93;295;20.45334661118863
9.4;23.3;84;313;20.997494841400798
9.4;23.5;86;291;20.667710444402328
9.5;21.8;87;6;17.74505806415724
9.6;19.1;86;5;17.808101949577342
9.2;16.6;87;5;17.675531479956977
9.0;15.7;82;5;17.902860710731
7.8;15.9;79;5;17.825455991598133
7.2;16.1;79;5;17.706676959599644
6.9;18.2;77;296;20.70394318667271
6.2;18.6;76;295;20.60861502942816
5.7;18.5;79;294;20.33934208969762
5.2;19.2;81;294;20.133590666456136
5.7;19.5;85;337;20.454929332613172
6.4;19.9;85;350;20.725286756557978
8.0;21.0;87;309;20.51964214906947
8.7;18.4;98;289;19.868247391212275
9.4;17.8;99;5;17.074511111166693
9.4;16.0;99;5;17.074511111166693
9.5;15.6;100;5;17.04092316821174
9.3;15.4;94;5;17.3216368472738
10.6;19.1;96;291;20.371424025518937
10.7;18.6;96;291;20.391220530852017
10.8;18.2;94;292;20.52792300096219
10.5;18.2;89;291;20.725318658202113
10.4;17.4;89;292;20.715659221070048
9.7;17.6;76;304;21.39272632989518
8.8;18.4;76;324;21.417299145917802
8.1;21.4;76;302;21.055708108163838
8.0;21.7;77;315;21.114309041155952
7.9;20.1;78;339;21.28441772435927
7.6;20.0;78;322;21.052698048942716
7.1;20.2;77;294;20.723262060936836
6.7;18.9;77;5;17.71446332951031
6.6;16.3;76;5;17.74805127246527
6.6;15.9;76;5;17.74805127246527
5.9;15.4;77;5;17.556091286845657
4.9;17.3;87;296;19.774168597130707
4.3;18.9;90;294;19.474962083866068
4.4;18.8;92;294;19.387989692623076
3.9;19.1;93;294;19.235622717669628
3.8;18.5;95;292;19.088783179358437
3.5;18.6;96;304;19.097654033483373
4.6;19.3;95;337;19.7033232910689
7.5;21.5;92;290;19.961133085144535
7.4;22.3;96;306;19.889991877875595
6.0;22.4;97;289;19.387126195507104
5.1;17.8;99;5;16.223261381844186
4.5;15.9;100;5;16.05109790155766
4.5;15.5;99;5;16.104482349845696
4.2;15.8;97;5;16.151861730422524
3.7;16.0;96;5;16.106263652045154
3.0;17.8;96;296;18.917574961209823
3.5;18.4;95;294;19.049667799761227
3.3;18.4;95;294;19.010074789095064
2.8;18.1;96;294;18.857707814141623
3.6;18.7;98;296;18.929585096632238
6.5;19.5;81;305;20.502452985997397
7.7;20.7;74;155;19.593141957857938
7.7;22.5;71;235;20.56426075880349
8.3;22.6;67;204;20.582328469722572
8.3;21.3;67;352;22.082614563473236
8.9;21.2;69;328;21.851335062071218
8.7;16.3;78;5;18.057008987883908
8.2;15.2;79;5;17.90464201293046
7.6;14.8;80;5;17.732478532643935
7.5;15.2;79;5;17.766066475598887
6.9;15.8;80;5;17.593902995312362
7.1;16.1;83;5;17.473342661114412
6.4;19.2;91;294;19.837304247572746
6.2;19.0;93;292;19.67066820392847
5.8;18.5;94;294;19.558371870710143
5.6;18.0;95;294;19.46539441175594
5.5;18.2;96;294;19.392213458134826
5.8;18.0;96;292;19.431328837732032
5.7;18.7;96;310;19.593999560017277
6.1;18.9;96;325;19.825241604364873
9.2;21.9;91;196;19.398173713199267
8.9;21.5;88;6;17.572894583870717
9.2;18.6;90;5;17.515378135092867
9.6;16.7;91;5;17.541179708137154
9.6;15.6;91;5;17.541179708137154
9.8;15.1;91;5;17.58077271880332
9.7;15.0;89;5;17.66774511004631
10.0;18.1;89;294;20.65674733613976
9.9;19.2;89;292;20.61667669440464
9.8;19.2;89;292;20.596880189071562
10.4;18.1;89;292;20.715659221070048
10.4;17.1;87;294;20.84270225404816
10.9;17.4;85;294;21.04845367728964
10.7;16.9;83;294;21.11562956319955
10.3;17.6;82;312;21.27229521777359
8.1;21.5;64;198;20.642066394714412
8.3;22.0;60;301;21.93931522323758
7.6;22.7;58;184;20.721471602962975
7.5;21.3;59;302;21.844464697061976
7.5;21.7;57;301;21.941096525437032
7.0;21.8;60;300;21.6718235857065
6.8;20.8;65;6;18.385010282500858
6.8;15.8;63;5;18.481642110875914
6.6;15.0;65;5;18.335280203633676
6.0;15.4;72;5;17.842810033618925
5.8;15.9;74;5;17.696448126376687
6.3;19.2;81;293;20.341215156919016
6.0;19.0;86;292;20.004766331278567
6.3;18.6;89;292;19.904002502413704
6.6;18.9;91;302;19.957993803847053
6.6;20.5;90;327;20.264804957160543
7.3;21.9;86;222;19.55252612653737
7.9;23.2;84;314;20.710684329605595
7.6;23.3;84;334;20.854036177626707
7.4;23.1;84;329;20.763757825955455
7.5;21.4;88;6;17.295743509207572
7.3;18.7;89;6;17.20276605025337
7.0;16.9;90;5;17.079855017765073
7.8;15.6;90;5;17.238227060429725
7.9;15.7;91;5;17.20463911747477
9.0;16.0;90;5;17.475785124426704
9.0;18.0;89;294;20.45878228280894
8.7;19.0;88;292;20.432503078695703
6.6;18.5;89;292;19.963392018412947
6.4;18.8;89;291;19.91366193954577
6.5;18.5;89;292;19.943595513079863
6.6;19.2;89;296;20.00394029121702
6.9;19.4;90;319;20.24309792755164
7.4;18.7;90;338;20.534684750036394
7.9;19.1;94;345;20.49108896095678
8.2;20.0;91;346;20.72076889002115
8.4;20.4;100;315;19.965652751863423
7.8;20.2;100;305;19.745503037854753
5.9;20.3;100;5;16.328248976220802
6.0;17.8;100;5;16.348045481553882
6.2;15.7;97;5;16.54779183708416
6.4;15.4;93;5;16.80092264090247
6.6;15.9;94;5;16.787131203280598
6.4;16.8;94;5;16.747538192614435
6.7;17.0;89;5;17.073849950053862
6.4;17.4;85;5;17.22799822720677
6.7;17.3;83;5;17.394156639782086
7.0;17.4;85;5;17.346777259205258
6.7;19.0;87;294;20.110231556724138
6.9;19.4;84;299;20.360663253259506
7.4;19.2;87;331;20.62387861749338
7.5;20.2;85;370;21.145789679242235
8.2;22.0;77;537;23.40433119244811
8.1;22.6;72;532;23.600771587550128
8.0;21.5;73;368;21.865111448962054
8.2;21.4;74;339;21.55734503351066
7.9;20.7;76;295;20.94515562009055
7.6;19.8;78;5;17.83924742922001
7.6;16.6;79;5;17.78586298093197
7.9;15.1;81;5;17.738483600355142
8.5;15.1;86;5;17.590340390913447
8.4;15.6;89;5;17.41039054071625
8.3;15.6;99;5;16.856749552502798
8.9;17.2;100;295;19.86189391450847
8.7;18.8;99;294;19.865548283929325
9.1;18.9;96;294;20.104887650125765
9.0;18.4;90;292;20.385123698118868
9.4;18.4;88;294;20.591352752429305
